frame_number,delta_time,packet_length,packet_direction,header_form,is_initial,is_0rtt,is_handshake,is_1rtt,is_retry,is_vn,has_ack,has_padding,has_connection_close,has_path_challenge,has_path_response,has_new_connection_id,has_retire_cid,http3_stream_count,http3_fin_count
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0.00022,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,0.000347,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.000179,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0.000311,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.001479,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,8.4e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0.004204,1398,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,0.000876,556,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,7.8e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2.2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2.1e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,0.000275,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,0.000105,1398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,0.000246,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,0.000291,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,0.000164,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,0.000324,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,4.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,1.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1.6e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1.8e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,0.000412,211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,0.000288,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
